# trial: trial_074.csv
# note: demo 2: C stand-up, 30s balance, L self-park
# MOTOR TEST: wheels OFF the ground, battery on.
# l <pwm> / r <pwm> (-255..255); auto-zero after 2 s idle; x exits
# DISARMED: emergency stop
# unknown cmd: *
# CATCH armed: waiting for gate crossing
# CAUGHT — balancing
# LAYDOWN: leaning onto front rest
# DISARMED: laid down (front rest)
# DISARMED: emergency stop
# unknown cmd: *
94696.637,45.58,-0.08,7.49
94696.637,45.56,0.00,7.49
94696.637,45.57,0.06,7.49
94696.637,45.57,0.06,7.49
94696.637,45.55,-0.02,7.49
94696.637,45.55,0.00,7.49
94696.637,45.54,0.04,7.49
94696.653,45.53,-0.02,7.49
94696.695,45.52,0.00,7.49
94696.736,45.51,-0.04,7.49
94696.777,45.52,0.00,7.49
94696.822,45.53,-0.06,7.49
94696.864,45.52,0.00,7.49
94696.904,45.53,0.00,7.49
94696.948,45.51,0.04,7.49
94696.988,45.53,0.04,7.49
94697.033,45.54,-0.02,7.49
94697.073,45.53,0.10,7.49
94697.117,45.53,-0.04,7.49
94697.158,45.53,-0.04,7.49
94697.201,45.55,-0.02,7.49
94697.242,45.53,-0.04,7.49
94697.290,45.55,0.04,7.49
94697.333,45.56,0.10,7.49
94697.376,45.55,-0.02,7.49
94697.418,45.55,-0.04,7.49
94697.458,45.55,0.02,7.49
94697.502,45.56,-0.02,7.49
94697.543,45.55,0.04,7.49
94697.585,45.55,-0.02,7.49
94697.627,45.54,0.02,7.49
94697.669,45.54,0.00,7.49
94697.714,45.54,-0.02,7.49
94697.753,45.55,0.10,7.49
94697.795,45.56,0.06,7.49
94697.838,45.57,0.00,7.49
94697.882,45.56,-0.04,7.49
94697.926,45.56,-0.04,7.49
94697.965,45.56,-0.02,7.49
94698.007,45.56,0.00,7.49
94698.049,45.57,-0.02,7.49
94698.091,45.58,0.02,7.49
94698.134,45.58,0.02,7.49
94698.175,45.58,0.04,7.49
94698.217,45.58,0.06,7.49
94698.260,45.58,0.02,7.49
94698.302,45.57,0.00,7.49
94698.344,45.56,0.02,7.49
94698.386,45.56,-0.10,7.49
94698.437,45.56,-0.04,7.49
94698.470,45.57,-0.02,7.49
94698.514,45.56,0.08,7.49
94698.564,45.56,0.00,7.49
94698.599,45.56,-0.02,7.49
94698.642,45.55,0.06,7.49
94698.682,45.55,0.04,7.49
94698.723,45.53,-0.02,7.49
94698.766,45.55,-0.04,7.49
94698.811,45.56,0.02,7.49
94698.850,45.56,-0.02,7.49
94698.893,45.58,0.02,7.49
94698.936,45.57,-0.08,7.49
94698.977,45.58,-0.06,7.49
94699.019,45.58,-0.02,7.49
94699.063,45.57,-0.04,7.49
94699.103,45.57,0.02,7.49
94699.147,45.56,0.06,7.49
94699.187,45.56,0.02,7.49
94699.231,45.58,0.00,7.49
94699.280,45.59,0.00,7.49
94699.316,45.57,-0.02,7.49
94699.359,45.58,-0.06,7.49
94699.399,45.58,0.00,7.49
94699.442,45.58,-0.08,7.49
94699.484,45.58,-0.06,7.49
94699.529,45.58,0.00,7.49
94699.568,45.58,-0.08,7.49
94699.611,45.57,-0.04,7.49
94699.653,45.57,0.02,7.49
94699.695,45.56,0.02,7.49
94699.738,45.57,0.00,7.49
94699.781,45.57,0.00,7.49
94699.821,45.58,0.00,7.49
94699.865,45.56,-0.02,7.49
94699.906,45.56,-0.04,7.49
94699.948,45.57,-0.02,7.49
94699.996,45.56,-0.04,7.49
94700.033,45.57,0.00,7.49
94700.077,45.57,0.04,7.49
94700.117,45.56,-0.12,7.49
94700.158,45.56,0.06,7.49
94700.201,45.56,0.02,7.49
94700.243,45.54,0.04,7.49
94700.285,45.54,0.08,7.49
94700.327,45.55,0.00,7.49
94700.370,45.53,-0.04,7.49
94700.410,45.54,0.00,7.49
94700.453,45.53,-0.04,7.49
94700.496,45.55,0.04,7.49
94700.537,45.54,-0.04,7.49
94700.581,45.56,-0.04,7.49
94700.621,45.56,0.04,7.49
94700.675,45.56,0.04,7.49
94700.714,45.56,0.02,7.49
94700.750,45.57,0.02,7.49
94700.791,45.56,0.06,7.49
94700.832,45.56,-0.06,7.49
94700.875,45.56,-0.04,7.49
94700.916,45.58,0.00,7.49
94701.022,45.57,0.08,7.49
94701.022,45.57,-0.04,7.49
94701.043,45.57,0.04,7.49
94701.085,45.58,0.04,7.49
94701.128,45.58,0.02,7.49
94701.170,45.59,-0.10,7.49
94701.214,45.59,0.08,7.49
94701.254,45.57,0.00,7.49
94701.297,45.56,0.04,7.49
94701.337,45.56,0.02,7.49
94701.380,45.58,0.02,7.49
94701.422,45.58,-0.06,7.49
94701.479,45.58,0.00,7.49
94701.511,45.56,-0.06,7.49
94701.549,45.56,0.02,7.49
94701.591,45.57,-0.08,7.49
94701.644,45.55,0.00,7.49
94701.675,45.54,0.00,7.49
94701.717,45.55,0.04,7.49
94701.760,45.55,-0.04,7.49
94701.802,45.54,0.02,7.49
94701.844,45.53,0.04,7.49
94701.888,45.52,0.06,7.49
94701.931,45.54,-0.06,7.49
94701.971,45.55,0.04,7.49
94702.014,45.55,-0.04,7.49
94702.060,45.24,-39.73,7.49
94702.098,42.91,-80.02,7.49
94702.146,40.19,-74.19,7.49
94702.184,35.94,-113.05,7.49
94702.227,32.26,-96.41,7.49
94702.270,28.07,-93.21,7.49
94702.313,23.76,-86.49,7.49
94702.356,20.36,-63.41,7.49
94702.401,14.16,-105.10,7.49
94702.446,17.37,158.30,7.49
94702.490,11.52,-63.09,7.49
94702.534,15.99,-57.56,7.49
94702.578,15.43,60.17,7.49
94702.623,11.37,-186.95,7.49
94702.667,16.08,35.08,7.49
94702.712,11.49,-16.10,7.49
94702.760,14.59,-13.43,7.47
94702.799,13.12,48.51,7.47
94702.844,15.92,46.53,7.47
94702.888,11.56,-119.08,7.47
94702.946,16.79,-4.06,7.47
94702.979,13.80,40.32,7.47
94703.022,12.65,-157.34,7.47
94703.067,15.78,124.89,7.47
94703.111,9.78,-142.91,7.47
94703.160,16.25,95.39,7.47
94703.201,9.68,-108.03,7.47
94703.251,15.62,50.77,7.47
94703.291,11.25,-19.45,7.47
94703.336,14.89,10.01,7.47
94703.380,13.11,28.94,7.47
94703.426,13.44,-70.65,7.47
94703.476,17.62,182.69,7.47
94703.515,11.61,-138.36,7.47
94703.559,15.57,-6.05,7.47
94703.604,13.56,56.73,7.47
94703.648,13.56,-130.98,7.47
94703.692,17.69,177.62,7.47
94703.736,11.52,-134.61,7.47
94703.786,17.89,40.71,7.47
94703.827,12.42,-32.47,7.47
94703.869,14.53,-91.68,7.46
94703.914,16.90,142.89,7.46
94703.971,12.98,-121.46,7.46
94704.003,18.38,184.61,7.46
94704.048,12.04,-127.07,7.46
94704.093,18.33,39.20,7.46
94704.137,12.71,-87.75,7.46
94704.182,16.80,-5.24,7.46
94704.226,13.79,-36.12,7.46
94704.274,15.48,-61.21,7.46
94704.315,17.63,128.68,7.46
94704.384,12.92,-167.35,7.46
94704.405,19.15,149.74,7.46
94704.449,11.35,-133.47,7.47
94704.502,17.27,19.04,7.47
94704.538,13.36,-12.25,7.47
94704.583,15.43,-89.69,7.47
94704.629,17.24,164.88,7.47
94704.673,12.89,-155.36,7.47
94704.720,18.66,126.13,7.47
94704.762,11.23,-133.63,7.47
94704.808,17.16,22.46,7.47
94704.853,12.35,-86.51,7.47
94704.895,16.20,16.47,7.47
94704.938,12.85,-14.19,7.47
