# trial: trial_014.csv
# date: 2026-08-01T17:48:09
# note: gyro axis ID take 3: background window, 3x slow cycle fwd-up-back-up
# self-balancing-robot fw2 ��� motors DISARMED at boot
# EEPROM settings loaded
# gyro cal: keep robot still...
# gyro cal done ('c' to redo)
# 'h' for help, 'a' to arm, 'x' = E-STOP
# Kp=25.000 Ki=5.000 Kd=0.500 trim=2.22 db=23/23
time_ms,raw_angle,kalman_angle,gyro_rate,p_term,i_term,d_term,motor_out,loop_dt_us,gyro_x,gyro_z
4945,-2.10,-2.12,0.05,0.0,0.0,0.0,0,5000,0.00,-0.03
4966,-2.26,-2.12,0.06,0.0,0.0,0.0,0,5000,0.02,-0.05
4986,-2.15,-2.12,-0.02,0.0,0.0,0.0,0,5004,0.00,0.03
5007,-2.28,-2.12,-0.02,0.0,0.0,0.0,0,5000,0.02,-0.02
5027,-2.18,-2.12,0.00,0.0,0.0,0.0,0,5004,-0.02,-0.08
5047,-2.00,-2.11,-0.02,0.0,0.0,0.0,0,5004,0.03,0.00
5067,-1.95,-2.11,0.03,0.0,0.0,0.0,0,5004,-0.06,-0.11
5088,-2.15,-2.12,0.03,0.0,0.0,0.0,0,5000,0.09,-0.03
5108,-2.06,-2.12,0.00,0.0,0.0,0.0,0,5004,0.00,0.02
5129,-2.11,-2.11,0.05,0.0,0.0,0.0,0,5000,0.05,0.09
5149,-2.26,-2.12,0.08,0.0,0.0,0.0,0,5004,0.02,0.02
5170,-2.19,-2.12,-0.05,0.0,0.0,0.0,0,5004,0.05,-0.03
5190,-2.24,-2.12,-0.05,0.0,0.0,0.0,0,5004,0.00,0.00
5211,-2.09,-2.12,0.00,0.0,0.0,0.0,0,5000,0.03,-0.02
5231,-2.01,-2.12,0.00,0.0,0.0,0.0,0,5000,0.03,0.03
5252,-2.13,-2.13,-0.05,0.0,0.0,0.0,0,5000,0.00,-0.02
5272,-1.96,-2.13,0.05,0.0,0.0,0.0,0,5004,0.02,-0.03
5293,-2.22,-2.12,0.05,0.0,0.0,0.0,0,5004,-0.06,-0.03
5312,-2.05,-2.12,-0.08,0.0,0.0,0.0,0,5000,-0.06,0.00
5332,-2.05,-2.13,-0.02,0.0,0.0,0.0,0,5004,-0.02,-0.05
5353,-2.16,-2.13,0.02,0.0,0.0,0.0,0,5004,-0.02,-0.09
5373,-2.07,-2.13,0.05,0.0,0.0,0.0,0,5004,0.05,0.03
5394,-2.28,-2.13,0.03,0.0,0.0,0.0,0,5004,0.05,-0.03
5414,-2.16,-2.13,-0.02,0.0,0.0,0.0,0,5004,-0.02,0.08
5435,-2.00,-2.12,-0.02,0.0,0.0,0.0,0,5004,0.02,0.03
5455,-2.17,-2.12,-0.09,0.0,0.0,0.0,0,5004,0.00,0.00
5476,-2.18,-2.12,-0.05,0.0,0.0,0.0,0,5000,0.02,-0.06
5496,-2.07,-2.12,0.00,0.0,0.0,0.0,0,5000,0.08,0.00
5517,-2.23,-2.12,-0.03,0.0,0.0,0.0,0,5000,0.05,-0.03
5537,-2.30,-2.11,0.02,0.0,0.0,0.0,0,5004,-0.06,-0.05
5558,-2.15,-2.11,0.03,0.0,0.0,0.0,0,5000,0.00,-0.08
5578,-2.06,-2.11,0.03,0.0,0.0,0.0,0,5000,0.03,-0.09
5599,-2.14,-2.10,-0.03,0.0,0.0,0.0,0,5000,-0.05,0.00
5618,-2.06,-2.09,0.06,0.0,0.0,0.0,0,5004,0.00,-0.02
5639,-2.17,-2.09,0.06,0.0,0.0,0.0,0,5004,0.03,-0.05
5659,-2.20,-2.09,0.12,0.0,0.0,0.0,0,5004,0.02,-0.06
5680,-2.03,-2.08,-0.03,0.0,0.0,0.0,0,5004,0.06,0.02
5700,-2.13,-2.09,0.02,0.0,0.0,0.0,0,5004,-0.05,-0.02
5721,-1.97,-2.09,0.02,0.0,0.0,0.0,0,5000,-0.02,0.05
5741,-2.30,-2.09,-0.02,0.0,0.0,0.0,0,5000,0.00,-0.06
5762,-1.96,-2.09,0.02,0.0,0.0,0.0,0,5004,0.02,0.00
5782,-2.01,-2.08,-0.02,0.0,0.0,0.0,0,5000,-0.03,-0.06
5803,-2.09,-2.08,0.03,0.0,0.0,0.0,0,5008,0.02,-0.05
5823,-2.11,-2.07,0.08,0.0,0.0,0.0,0,5000,-0.02,0.00
5843,-2.16,-2.08,0.02,0.0,0.0,0.0,0,5004,-0.02,0.03
5864,-2.34,-2.09,0.02,0.0,0.0,0.0,0,5000,-0.05,-0.03
5884,-2.14,-2.09,-0.11,0.0,0.0,0.0,0,5000,-0.03,0.00
5904,-2.40,-2.10,0.00,0.0,0.0,0.0,0,5004,-0.02,0.00
5924,-2.17,-2.10,0.06,0.0,0.0,0.0,0,5000,-0.02,-0.05
5945,-2.12,-2.10,-0.09,0.0,0.0,0.0,0,5000,0.03,-0.02
5965,-2.09,-2.10,0.00,0.0,0.0,0.0,0,5000,0.00,0.00
5986,-2.23,-2.10,0.00,0.0,0.0,0.0,0,5000,0.03,0.08
6006,-1.92,-2.10,0.00,0.0,0.0,0.0,0,5000,0.02,0.00
6027,-2.20,-2.10,-0.02,0.0,0.0,0.0,0,5008,0.02,0.00
6047,-2.19,-2.10,0.06,0.0,0.0,0.0,0,5000,0.05,-0.03
6068,-1.99,-2.10,0.00,0.0,0.0,0.0,0,5004,0.00,-0.08
6088,-2.11,-2.10,-0.03,0.0,0.0,0.0,0,5004,0.03,-0.05
6109,-1.91,-2.10,-0.03,0.0,0.0,0.0,0,5000,0.11,-0.05
6128,-2.04,-2.10,0.03,0.0,0.0,0.0,0,5004,0.00,0.05
6149,-2.04,-2.09,0.02,0.0,0.0,0.0,0,5000,0.00,-0.05
6169,-2.13,-2.09,-0.03,0.0,0.0,0.0,0,5004,0.00,0.00
6190,-2.19,-2.09,-0.02,0.0,0.0,0.0,0,5000,-0.05,0.00
6210,-2.12,-2.09,-0.05,0.0,0.0,0.0,0,5000,-0.05,0.02
6231,-2.09,-2.10,-0.05,0.0,0.0,0.0,0,5004,-0.02,0.00
6251,-2.30,-2.10,0.03,0.0,0.0,0.0,0,5004,0.05,0.02
6272,-1.95,-2.10,0.05,0.0,0.0,0.0,0,5004,0.06,-0.05
6292,-2.31,-2.11,-0.09,0.0,0.0,0.0,0,5004,-0.02,0.02
6312,-2.27,-2.12,-0.03,0.0,0.0,0.0,0,5004,0.02,-0.06
6333,-2.13,-2.12,0.05,0.0,0.0,0.0,0,5000,0.03,-0.02
6353,-2.06,-2.12,0.00,0.0,0.0,0.0,0,5004,-0.05,0.08
6374,-1.92,-2.11,0.05,0.0,0.0,0.0,0,5004,0.05,-0.03
6394,-2.16,-2.11,0.00,0.0,0.0,0.0,0,5000,0.03,-0.11
6414,-2.27,-2.11,-0.03,0.0,0.0,0.0,0,5004,0.00,-0.02
6434,-2.17,-2.12,-0.06,0.0,0.0,0.0,0,5000,-0.02,-0.05
